"","date","lib","prix"
"400807",2019-12-05,"BIAT",111.1
"400809",2019-12-06,"BIAT",111.16
"400853",2019-05-22,"BIAT",111.4
"400863",2019-10-14,"BIAT",111.49
"400871",2019-05-21,"BIAT",111.6
"400872",2019-10-16,"BIAT",111.6
"400873",2019-11-14,"BIAT",111.6
"400874",2019-12-10,"BIAT",111.6
"400877",2019-05-23,"BIAT",111.7
"400887",2019-10-17,"BIAT",111.8
"400889",2019-05-24,"BIAT",111.9
"400890",2017-07-10,"BIAT",111.9
"400891",2017-07-11,"BIAT",111.9
"400893",2019-11-08,"BIAT",111.99
"400895",2019-03-12,"BIAT",112
"400896",2019-03-21,"BIAT",112
"400897",2019-05-20,"BIAT",112
"400898",2019-07-08,"BIAT",112
"400899",2019-09-23,"BIAT",112
"400900",2019-10-01,"BIAT",112
"400901",2019-11-01,"BIAT",112
"400902",2019-11-07,"BIAT",112
"400903",2019-11-11,"BIAT",112
"400904",2019-12-11,"BIAT",112
"400905",2019-12-12,"BIAT",112
"400906",2019-12-20,"BIAT",112
"400910",2017-07-05,"BIAT",112
"400911",2017-07-06,"BIAT",112
"400913",2019-01-09,"BIAT",112.01
"400914",2019-12-23,"BIAT",112.01
"400915",2019-09-26,"BIAT",112.02
"400916",2019-09-27,"BIAT",112.02
"400919",2019-11-12,"BIAT",112.1
"400920",2019-12-17,"BIAT",112.1
"400921",2019-12-18,"BIAT",112.1
"400924",2019-07-30,"BIAT",112.11
"400928",2019-12-13,"BIAT",112.15
"400929",2019-12-16,"BIAT",112.15
"400935",2019-01-15,"BIAT",112.3
"400937",2019-12-19,"BIAT",112.3
"400977",2019-09-30,"BIAT",112.5
"400978",2019-11-06,"BIAT",112.5
"400981",2017-07-07,"BIAT",112.5
"401007",2019-03-11,"BIAT",112.8
"401008",2019-05-16,"BIAT",112.8
"401009",2019-05-17,"BIAT",112.8
"401010",2019-12-24,"BIAT",112.8
"401021",2019-07-11,"BIAT",112.89
"401044",2019-07-10,"BIAT",112.99
"401046",2019-01-11,"BIAT",113
"401047",2019-02-12,"BIAT",113
"401048",2019-02-21,"BIAT",113
"401049",2019-03-06,"BIAT",113
"401050",2019-05-14,"BIAT",113
"401051",2019-05-15,"BIAT",113
"401052",2019-09-20,"BIAT",113
"401053",2019-11-04,"BIAT",113
"401054",2019-11-05,"BIAT",113
"401055",2019-12-09,"BIAT",113
"401072",2019-09-19,"BIAT",113.1
"401075",2019-12-26,"BIAT",113.2
"401076",2019-12-27,"BIAT",113.2
"401080",2019-12-30,"BIAT",113.31
"401090",2019-03-05,"BIAT",113.5
"401091",2019-03-08,"BIAT",113.5
"401097",2017-08-25,"BIAT",113.5
"401119",2017-11-16,"BIAT",113.6
"401131",2017-11-14,"BIAT",113.9
"401132",2017-11-17,"BIAT",113.9
"401134",2019-04-24,"BIAT",113.95
"401135",2019-04-25,"BIAT",113.95
"401138",2019-02-19,"BIAT",114
"401139",2019-07-31,"BIAT",114
"401140",2019-09-10,"BIAT",114
"401141",2019-12-31,"BIAT",114
"401144",2017-08-28,"BIAT",114
"401145",2017-09-07,"BIAT",114
"401146",2017-09-11,"BIAT",114
"401147",2017-10-19,"BIAT",114
"401148",2017-10-26,"BIAT",114
"401149",2017-10-30,"BIAT",114
"401150",2017-10-31,"BIAT",114
"401151",2017-11-01,"BIAT",114
"401152",2017-11-09,"BIAT",114
"401153",2017-11-13,"BIAT",114
"401154",2017-11-15,"BIAT",114
"401155",2017-11-20,"BIAT",114
"401164",2019-01-07,"BIAT",114.01
"401165",2017-11-02,"BIAT",114.01
"401166",2017-10-27,"BIAT",114.05
"401168",2019-09-12,"BIAT",114.1
"401169",2017-11-10,"BIAT",114.11
"401171",2017-10-20,"BIAT",114.2
"401173",2019-09-13,"BIAT",114.21
"401175",2019-07-29,"BIAT",114.31
"401185",2017-11-06,"BIAT",114.49
"401187",2019-05-13,"BIAT",114.5
"401188",2019-09-11,"BIAT",114.5
"401189",2019-09-17,"BIAT",114.5
"401196",2017-10-18,"BIAT",114.5
"401197",2017-10-23,"BIAT",114.5
"401198",2017-11-21,"BIAT",114.5
"401215",2017-09-29,"BIAT",114.62
"401216",2017-10-02,"BIAT",114.62
"401219",2017-10-03,"BIAT",114.65
"401223",2017-10-16,"BIAT",114.79
"401224",2017-09-06,"BIAT",114.8
"401225",2017-10-17,"BIAT",114.8
"401226",2017-11-22,"BIAT",114.8
"401227",2017-11-23,"BIAT",114.8
"401232",2019-04-08,"BIAT",114.9
"401233",2019-04-12,"BIAT",114.9
"401234",2019-04-23,"BIAT",114.9
"401241",2019-12-25,"BIAT",114.95
"401248",2019-04-15,"BIAT",114.98
"401250",2019-01-08,"BIAT",115
"401251",2019-02-11,"BIAT",115
"401252",2019-02-13,"BIAT",115
"401253",2019-02-14,"BIAT",115
"401254",2019-02-15,"BIAT",115
"401255",2019-02-18,"BIAT",115
"401256",2019-02-20,"BIAT",115
"401257",2019-02-22,"BIAT",115
"401258",2019-02-25,"BIAT",115
"401259",2019-02-28,"BIAT",115
"401260",2019-03-01,"BIAT",115
"401261",2019-03-07,"BIAT",115
"401262",2019-04-10,"BIAT",115
"401263",2019-04-11,"BIAT",115
"401264",2019-04-16,"BIAT",115
"401265",2019-04-18,"BIAT",115
"401266",2019-04-19,"BIAT",115
"401267",2019-04-29,"BIAT",115
"401268",2019-07-24,"BIAT",115
"401269",2019-07-26,"BIAT",115
"401270",2019-08-01,"BIAT",115
"401271",2019-08-15,"BIAT",115
"401272",2019-09-09,"BIAT",115
"401278",2017-09-05,"BIAT",115
"401279",2017-09-08,"BIAT",115
"401280",2017-09-28,"BIAT",115
"401281",2017-10-04,"BIAT",115
"401282",2017-11-07,"BIAT",115
"401283",2017-11-08,"BIAT",115
"401303",2019-04-26,"BIAT",115.1
"401320",2017-10-24,"BIAT",115.2
"401321",2019-04-30,"BIAT",115.21
"401324",2017-10-25,"BIAT",115.25
"401345",2019-04-17,"BIAT",115.5
"401346",2019-04-22,"BIAT",115.5
"401347",2019-05-03,"BIAT",115.5
"401348",2019-05-10,"BIAT",115.5
"401349",2019-08-16,"BIAT",115.5
"401355",2017-10-13,"BIAT",115.5
"401356",2017-11-24,"BIAT",115.5
"401357",2017-10-11,"BIAT",115.51
"401358",2019-01-16,"BIAT",115.66
"401373",2019-09-18,"BIAT",115.7
"401375",2019-07-12,"BIAT",115.88
"401377",2019-08-14,"BIAT",115.89
"401378",2019-08-23,"BIAT",115.9
"401379",2017-10-05,"BIAT",115.9
"401383",2019-08-02,"BIAT",115.95
"401385",2019-08-05,"BIAT",115.98
"401386",2019-08-06,"BIAT",115.98
"401388",2019-03-04,"BIAT",115.99
"401392",2019-02-07,"BIAT",116
"401393",2019-02-08,"BIAT",116
"401394",2019-02-26,"BIAT",116
"401395",2019-03-22,"BIAT",116
"401396",2019-03-29,"BIAT",116
"401397",2019-04-02,"BIAT",116
"401398",2019-05-06,"BIAT",116
"401399",2019-07-22,"BIAT",116
"401400",2019-07-23,"BIAT",116
"401401",2019-08-09,"BIAT",116
"401402",2019-08-26,"BIAT",116
"401403",2019-09-16,"BIAT",116
"401412",2017-09-14,"BIAT",116
"401413",2017-10-09,"BIAT",116
"401414",2017-10-10,"BIAT",116
"401422",2017-09-15,"BIAT",116.01
"401423",2019-09-06,"BIAT",116.03
"401425",2017-09-13,"BIAT",116.15
"401441",2017-09-26,"BIAT",116.3
"401442",2017-09-27,"BIAT",116.3
"401443",2019-02-27,"BIAT",116.4
"401445",2019-08-20,"BIAT",116.48
"401447",2019-08-19,"BIAT",116.49
"401450",2017-09-25,"BIAT",116.5
"401451",2017-11-27,"BIAT",116.5
"401452",2017-11-28,"BIAT",116.5
"401459",2017-09-19,"BIAT",116.6
"401465",2019-04-03,"BIAT",116.69
"401467",2019-08-28,"BIAT",116.7
"401471",2019-08-22,"BIAT",116.75
"401472",2019-08-21,"BIAT",116.76
"401473",2019-08-27,"BIAT",116.76
"401474",2017-10-06,"BIAT",116.79
"401476",2017-09-20,"BIAT",116.8
"401477",2017-09-22,"BIAT",116.8
"401486",2017-10-12,"BIAT",116.9
"401489",2019-02-06,"BIAT",116.95
"401490",2019-07-15,"BIAT",116.97
"401492",2019-08-07,"BIAT",116.98
"401493",2019-08-08,"BIAT",116.98
"401495",2019-03-28,"BIAT",116.99
"401500",2017-09-04,"BIAT",116.99
"401501",2019-01-04,"BIAT",117
"401502",2019-04-01,"BIAT",117
"401503",2019-07-17,"BIAT",117
"401504",2019-07-19,"BIAT",117
"401505",2019-09-05,"BIAT",117
"401523",2019-05-02,"BIAT",117.39
"401525",2017-11-29,"BIAT",117.4
"401529",2017-08-31,"BIAT",117.5
"401573",2019-01-03,"BIAT",117.85
"401583",2019-01-02,"BIAT",118
"401584",2019-01-24,"BIAT",118
"401585",2019-03-26,"BIAT",118
"401586",2019-04-05,"BIAT",118
"401587",2019-07-18,"BIAT",118
"401588",2019-08-29,"BIAT",118
"401589",2019-08-30,"BIAT",118
"401590",2019-09-02,"BIAT",118
"401591",2019-09-03,"BIAT",118
"401592",2019-09-04,"BIAT",118
"401599",2018-11-15,"BIAT",118
"401608",2017-12-19,"BIAT",118
"401609",2017-12-20,"BIAT",118
"401610",2017-12-25,"BIAT",118
"401613",2017-12-18,"BIAT",118.01
"401614",2017-12-21,"BIAT",118.01
"401615",2017-12-22,"BIAT",118.01
"401618",2019-02-05,"BIAT",118.1
"401620",2018-01-02,"BIAT",118.1
"401621",2017-09-18,"BIAT",118.1
"401623",2019-03-27,"BIAT",118.2
"401648",2018-11-26,"BIAT",118.48
"401649",2018-11-27,"BIAT",118.48
"401650",2019-07-16,"BIAT",118.49
"401651",2019-04-04,"BIAT",118.5
"401652",2018-01-04,"BIAT",118.5
"401655",2018-12-25,"BIAT",118.55
"401677",2018-11-29,"BIAT",118.9
"401678",2017-09-12,"BIAT",118.9
"401679",2017-08-30,"BIAT",118.95
"401684",2019-01-25,"BIAT",119
"401685",2019-01-28,"BIAT",119
"401686",2019-05-07,"BIAT",119
"401692",2018-11-23,"BIAT",119
"401693",2018-11-28,"BIAT",119
"401694",2018-12-24,"BIAT",119
"401706",2017-12-14,"BIAT",119
"401707",2017-12-15,"BIAT",119
"401719",2017-08-29,"BIAT",119.13
"401730",2019-01-17,"BIAT",119.5
"401735",2018-12-31,"BIAT",119.5
"401744",2017-12-13,"BIAT",119.63
"401746",2019-02-01,"BIAT",119.75
"401747",2019-02-04,"BIAT",119.75
"401752",2019-03-25,"BIAT",119.9
"401753",2018-01-05,"BIAT",119.9
"401755",2018-11-16,"BIAT",119.9
"401756",2018-11-22,"BIAT",119.9
"401764",2019-05-09,"BIAT",119.95
"401766",2017-11-30,"BIAT",119.96
"401768",2018-12-27,"BIAT",119.99
"401770",2019-01-30,"BIAT",120
"401771",2019-01-31,"BIAT",120
"401772",2019-05-08,"BIAT",120
"401773",2018-01-03,"BIAT",120
"401775",2018-11-19,"BIAT",120
"401776",2018-11-21,"BIAT",120
"401777",2018-12-26,"BIAT",120
"401787",2017-12-04,"BIAT",120
"401788",2017-12-08,"BIAT",120
"401789",2017-12-12,"BIAT",120
"401790",2017-12-26,"BIAT",120
"401812",2017-12-07,"BIAT",120.02
"401814",2017-12-11,"BIAT",120.2
"401816",2018-12-28,"BIAT",120.21
"401817",2018-01-10,"BIAT",120.24
"401833",2019-01-23,"BIAT",120.4
"401834",2017-12-06,"BIAT",120.47
"401841",2017-12-05,"BIAT",120.48
"401867",2019-01-29,"BIAT",120.99
"401873",2018-11-14,"BIAT",121
"401885",2018-12-21,"BIAT",121.02
"401889",2017-12-27,"BIAT",121.1
"401890",2017-12-28,"BIAT",121.2
"401900",2018-12-10,"BIAT",121.43
"401902",2018-11-13,"BIAT",121.5
"401928",2018-12-20,"BIAT",121.8
"401934",2018-01-09,"BIAT",121.9
"401937",2019-01-21,"BIAT",121.98
"401938",2019-01-18,"BIAT",122
"401939",2019-01-22,"BIAT",122
"401942",2018-01-11,"BIAT",122
"401943",2018-12-17,"BIAT",122
"401951",2017-12-29,"BIAT",122
"401975",2018-11-30,"BIAT",122.46
"401981",2018-01-08,"BIAT",122.53
"401996",2018-12-18,"BIAT",122.99
"401999",2018-11-09,"BIAT",123
"402000",2018-11-12,"BIAT",123
"402001",2018-12-12,"BIAT",123
"402002",2018-12-19,"BIAT",123
"402041",2018-12-13,"BIAT",123.95
"402042",2018-12-14,"BIAT",123.95
"402080",2018-01-15,"BIAT",124.9
"402091",2018-01-12,"BIAT",125
"402092",2018-01-16,"BIAT",125
"402093",2018-12-11,"BIAT",125
"402108",2018-11-08,"BIAT",125.02
"402124",2018-01-22,"BIAT",125.6
"402140",2018-11-01,"BIAT",126
"402153",2018-10-30,"BIAT",126.1
"402162",2018-01-17,"BIAT",126.4
"402198",2018-01-29,"BIAT",126.99
"402203",2018-01-19,"BIAT",127
"402204",2018-01-26,"BIAT",127
"402260",2018-01-23,"BIAT",127.6
"402266",2018-01-30,"BIAT",127.76
"402274",2018-11-02,"BIAT",127.89
"402276",2018-01-25,"BIAT",127.9
"402279",2018-11-06,"BIAT",127.98
"402312",2018-01-24,"BIAT",128.1
"402362",2018-11-07,"BIAT",128.88
"402388",2018-10-31,"BIAT",128.99
"402400",2018-01-18,"BIAT",129
"402442",2018-12-03,"BIAT",129.16
"402446",2018-01-31,"BIAT",129.3
"402447",2018-12-05,"BIAT",129.3
"402448",2018-12-07,"BIAT",129.3
"402467",2018-02-01,"BIAT",129.7
"402470",2018-11-05,"BIAT",129.8
"402471",2018-12-06,"BIAT",129.8
"402478",2018-10-26,"BIAT",129.9
"402498",2018-10-25,"BIAT",130
"402499",2018-10-29,"BIAT",130
"402500",2018-12-04,"BIAT",130
"402628",2018-02-09,"BIAT",131
"402747",2018-02-02,"BIAT",132
"402748",2018-02-20,"BIAT",132
"402782",2018-02-21,"BIAT",132.02
"402812",2018-02-19,"BIAT",132.51
"402814",2018-02-07,"BIAT",132.6
"402822",2018-02-14,"BIAT",132.72
"402823",2018-02-16,"BIAT",132.72
"402834",2018-10-24,"BIAT",132.9
"402850",2018-02-15,"BIAT",133
"402867",2018-02-12,"BIAT",133.12
"402868",2018-02-13,"BIAT",133.2
"402882",2018-02-05,"BIAT",133.63
"402932",2018-02-08,"BIAT",134
"402962",2018-02-06,"BIAT",134.41
"402970",2018-02-26,"BIAT",134.5
"403046",2018-02-23,"BIAT",135.01
"403047",2018-02-27,"BIAT",135.01
"403103",2018-02-22,"BIAT",135.96
"403170",2018-10-23,"BIAT",137
"403302",2018-03-01,"BIAT",138.5
"403314",2018-03-02,"BIAT",138.6
"403317",2018-02-28,"BIAT",138.7
"403366",2018-10-12,"BIAT",139
"403449",2018-03-05,"BIAT",140
"403450",2018-03-06,"BIAT",140
"403458",2018-10-17,"BIAT",140
"403459",2018-10-18,"BIAT",140
"403495",2018-03-09,"BIAT",140.01
"403498",2018-03-12,"BIAT",140.1
"403514",2018-03-08,"BIAT",140.9
"403525",2018-03-07,"BIAT",141
"403527",2018-10-19,"BIAT",141
"403528",2018-10-22,"BIAT",141
"403538",2018-03-13,"BIAT",141.1
"403539",2018-03-14,"BIAT",141.1
"403542",2018-03-15,"BIAT",141.25
"403547",2018-10-16,"BIAT",141.47
"403551",2018-03-19,"BIAT",141.5
"403563",2018-03-16,"BIAT",141.9
"403573",2018-10-11,"BIAT",142
"403590",2018-04-10,"BIAT",142.01
"403597",2018-03-21,"BIAT",142.3
"403599",2018-04-11,"BIAT",142.35
"403606",2018-04-12,"BIAT",142.6
"403680",2018-04-17,"BIAT",144
"403681",2018-05-21,"BIAT",144
"403682",2018-05-22,"BIAT",144
"403683",2018-10-10,"BIAT",144
"403712",2018-05-17,"BIAT",144.2
"403721",2018-05-18,"BIAT",144.24
"403722",2018-05-15,"BIAT",144.26
"403723",2018-05-16,"BIAT",144.3
"403728",2018-05-23,"BIAT",144.5
"403729",2018-10-09,"BIAT",144.5
"403735",2018-05-30,"BIAT",144.6
"403736",2018-06-08,"BIAT",144.62
"403740",2018-06-05,"BIAT",144.7
"403748",2018-06-12,"BIAT",144.87
"403752",2018-03-22,"BIAT",144.9
"403753",2018-05-24,"BIAT",144.9
"403754",2018-05-25,"BIAT",144.9
"403755",2018-05-28,"BIAT",144.9
"403756",2018-10-05,"BIAT",144.9
"403769",2018-04-20,"BIAT",145
"403770",2018-04-23,"BIAT",145
"403771",2018-04-24,"BIAT",145
"403772",2018-04-26,"BIAT",145
"403773",2018-05-14,"BIAT",145
"403774",2018-05-29,"BIAT",145
"403775",2018-05-31,"BIAT",145
"403776",2018-06-01,"BIAT",145
"403777",2018-06-04,"BIAT",145
"403778",2018-06-06,"BIAT",145
"403779",2018-06-11,"BIAT",145
"403780",2018-06-13,"BIAT",145
"403782",2018-10-04,"BIAT",145
"403822",2018-04-25,"BIAT",145.1
"403823",2018-04-19,"BIAT",145.2
"403835",2018-04-30,"BIAT",145.5
"403836",2018-05-02,"BIAT",145.5
"403839",2018-06-07,"BIAT",145.51
"403848",2018-04-27,"BIAT",145.79
"403863",2018-05-03,"BIAT",146
"403864",2018-05-04,"BIAT",146
"403894",2018-04-18,"BIAT",146.2
"403897",2018-04-13,"BIAT",146.4
"403905",2018-04-16,"BIAT",146.5
"403906",2018-05-07,"BIAT",146.5
"403916",2018-10-08,"BIAT",146.75
"403946",2018-03-23,"BIAT",147
"403947",2018-04-06,"BIAT",147
"403983",2018-05-08,"BIAT",147.5
"403984",2018-05-09,"BIAT",147.5
"403995",2018-05-11,"BIAT",147.7
"404002",2018-05-10,"BIAT",147.8
"404024",2018-06-14,"BIAT",148
"404080",2018-03-26,"BIAT",148.5
"404081",2018-10-03,"BIAT",148.5
"404098",2018-03-28,"BIAT",148.98
"404104",2018-03-27,"BIAT",149
"404105",2018-03-29,"BIAT",149
"404143",2018-04-04,"BIAT",149.3
"404145",2018-04-03,"BIAT",149.5
"404146",2018-04-05,"BIAT",149.5
"404154",2018-04-02,"BIAT",149.6
"404158",2018-09-06,"BIAT",149.69
"404168",2018-03-30,"BIAT",150
"404200",2018-06-18,"BIAT",150.4
"404201",2018-10-02,"BIAT",150.5
"404203",2018-09-21,"BIAT",150.51
"404204",2018-09-27,"BIAT",150.51
"404213",2018-09-28,"BIAT",151
"404241",2018-09-17,"BIAT",151.9
"404252",2018-09-14,"BIAT",152
"404253",2018-09-26,"BIAT",152
"404281",2018-09-25,"BIAT",152.99
"404284",2018-09-13,"BIAT",153
"404285",2018-09-20,"BIAT",153
"404286",2018-10-01,"BIAT",153
"404306",2018-09-24,"BIAT",153.4
"404343",2018-09-19,"BIAT",154.5
"404358",2018-06-19,"BIAT",154.85
"404359",2018-09-18,"BIAT",154.9
"404362",2018-06-20,"BIAT",154.91
"404365",2018-06-21,"BIAT",155
"404455",2018-09-12,"BIAT",157
"404481",2018-06-22,"BIAT",157.5
"404525",2018-09-10,"BIAT",158.66
"404526",2018-09-07,"BIAT",158.8
"404536",2018-06-25,"BIAT",159
"404547",2018-09-05,"BIAT",159.08
"404634",2018-07-12,"BIAT",161.1
"404661",2018-07-13,"BIAT",162
"404662",2018-07-16,"BIAT",162
"404663",2018-07-17,"BIAT",162
"404678",2018-07-09,"BIAT",162.1
"404700",2018-07-06,"BIAT",163
"404724",2018-07-11,"BIAT",163.05
"404725",2018-07-05,"BIAT",163.1
"404735",2018-07-10,"BIAT",163.3
"404750",2018-06-26,"BIAT",163.77
"404788",2018-07-18,"BIAT",164.4
"404792",2018-07-04,"BIAT",164.49
"404810",2018-09-04,"BIAT",164.99
"404815",2018-07-02,"BIAT",165
"404816",2018-07-03,"BIAT",165
"404817",2018-07-19,"BIAT",165
"404818",2018-07-20,"BIAT",165
"404866",2018-06-28,"BIAT",165.9
"404867",2018-06-29,"BIAT",165.9
"404870",2018-07-23,"BIAT",166
"404919",2018-07-24,"BIAT",167
"405020",2018-06-27,"BIAT",168.9
"405068",2018-09-03,"BIAT",169.5
"405199",2018-07-26,"BIAT",173
"405200",2018-08-10,"BIAT",173
"405244",2018-08-31,"BIAT",174
"405258",2018-08-27,"BIAT",174.5
"405259",2018-08-30,"BIAT",174.5
"405272",2018-08-20,"BIAT",175
"405273",2018-08-23,"BIAT",175
"405274",2018-08-24,"BIAT",175
"405275",2018-08-29,"BIAT",175
"405289",2018-08-01,"BIAT",175.4
"405294",2018-08-08,"BIAT",175.5
"405298",2018-08-17,"BIAT",175.8
"405299",2018-08-15,"BIAT",175.9
"405300",2018-08-16,"BIAT",175.9
"405308",2018-07-31,"BIAT",176
"405309",2018-08-09,"BIAT",176
"405310",2018-08-14,"BIAT",176
"405311",2018-08-28,"BIAT",176
"405323",2018-08-02,"BIAT",176.2
"405327",2018-08-03,"BIAT",176.5
"405328",2018-08-06,"BIAT",176.5
"405329",2018-08-07,"BIAT",176.5
"405333",2018-07-27,"BIAT",177
"405334",2018-07-30,"BIAT",177
